idx,smiles,homolumogap
201,C#Cc1cnoc1O,13.2532
202,c1cc2csnc2o1,11.36393
203,CNC1(CN)CCC1,15.52669
204,CCc1c[nH]c(=O)s1,12.98272
205,CCC1=NOCC1N,14.62927
206,NC1=NCC(O)C1=O,12.62081
207,NCCc1c[nH]cn1,13.83769
208,CC1C=CC(O)C1C,14.39688
209,CNC1C=CCNC1,14.01729
210,CN=C(N)CC(C)=O,13.73048
211,OCCOC1CNC1,16.05051
212,OCc1ccc[nH]1,13.25429
213,CCC(=N)NOC=O,15.45621
214,Cc1cc(C)ncn1,13.08258
215,C=CC(C)CCCN,14.80478
216,CC(C)CC(=O)C=O,13.11252
217,C#CCC(O)C(=C)C,14.50763
218,CC(C)C(C#N)=CN,12.83415
219,CNC1(C=O)COC1,14.09566
220,CC1NC(=N)OC1C,15.48941
221,NCC=CCO,14.45811
222,C#CC=CC(C)NC,12.73945
223,CC1C2C=CCC12O,13.90082
224,O=C1Cc2nscc21,11.62788
225,CNC(=O)OCCN,16.73432
226,C=C1CC(=O)CO1,12.93619
227,NC1C=CCC=C1,14.35389
228,c1nc2c(o1)NCC2,12.92149
229,CC(=CCO)CN,14.18572
230,NC1CCC(N)C1N,15.52642
231,CC=Cc1cnns1,11.52502
232,CN=C(C)NC(C)=N,13.77157
233,ON=c1ccocc1,11.96176
234,N#CC12CNC(C1)C2,15.63118
235,C#CC1CC(C#C)O1,14.89077
236,CC1C(N)CN1C=O,15.04968
237,CNCC1OC1CO,16.24289
238,CC=C(C)C=NNC,12.0472
239,CNC(=CC#N)NC,12.69129
240,Cc1ccncn1,13.15524
241,C#CC1(O)CCCC1,15.71145
242,C1C2CC3NC1C3O2,15.82601
243,CCNC(CO)CO,16.13486
244,C=CC(=C)C#CCN,11.70951
245,C#CC#CC(=C)C,11.76584
246,C#CC(CC)CNC,15.53975
247,C=CC#CC(=C)CC,11.34488
248,C=CC1=CCOC1C,12.11332
249,OCCCCCO,17.44317
250,C=C1C=CC(C)C1=O,11.46815
251,C=CC1CN1C=N,14.65838
252,C=C1CCC(C)C1=O,12.82408
253,CCC(C)OCOC,17.43828
254,CC1CCC2CNC12,15.84969
255,C=CC(C)(O)C1CO1,14.71471
256,C=c1[nH]c(=O)[nH]c1=C,11.55631
257,CC(=O)C(=O)C=CN,11.21944
258,CC1CC(C)N(C)C1,14.98274
259,C#CC(N)CC(=N)N,14.79008
260,C=C1CCC2C(C)C12,13.71824
261,OC1CC1C1(O)CC1,16.49051
262,CC1C2CNC(=N)C12,14.90383
263,CCC1(CC#N)CO1,17.31719
264,C=CC(C)(C)ON=C,14.43416
265,C=CCC(C=O)CC,14.31661
266,OC12CC1CC1CC12,16.56316
267,NN=CC1CC=CC1,14.34681
268,CC#CC1OC=NO1,15.07362
269,C=CC1OCC1C,14.5577
270,COS(=O)(=O)C1CN1,17.18576
271,N=CNCC1CNC1,15.26655
272,c1noc2c1CCC2,13.43905
273,C=C(C#CC)C(=O)O,12.11686
274,CN1OCCC1=O,14.9607
275,CC=CC1=CCOC1,12.04257
276,CCOCC=C(C)C,14.19362
277,C#CC1C2COC1C2,15.74928
278,NC(=O)NC=CCO,13.73211
279,O=C1CNC1CCO,14.33239
280,C#CC(=C)C(C)C=O,12.71333
281,C=CC(=CC=O)CO,11.43849
282,CC(=O)C=C(C)C,12.96666
283,CC1C(=O)CC2CN21,13.97892
284,C1=CCC=COC=C1,11.17563
285,CCC(=O)C(O)CC,15.30846
286,C#CC(=C)CN1CC1,12.8883
287,C#CC(NC)C1CO1,15.68969
288,CC1(C)CNNC1=O,14.89104
289,CC=C(CC)C(C)C,14.08586
290,C=CCC=C(C)C#N,13.24558
291,C=CNC(=N)NCC,13.46218
292,C=CN=CNOC=O,12.54734
293,CC12CCNC1(C)C2,14.94927
294,C1=NN2CC2CC1,14.11879
295,CN(C)CC(=O)C=O,11.8472
296,C=C1CON=CCO1,13.94545
297,C#CC=CCN,12.68965
298,C1=NNC2CCOC12,14.38464
299,C=CC1CCC1=O,13.78327
300,Cn1nccc1O,14.17865
301,CCN=C1C=CC=N1,11.57672
302,OCCc1ncco1,13.86463
303,CCC(C)CCCO,17.5259
304,O=C1CC=CCC1,14.19824
305,N#Cc1c[nH]c(N)c1,12.82707
306,C=CCC(=C)CN,13.96423
307,CC1(C)C=CC=CO1,11.77264
308,C#CC1(O)CC(C)C1,15.69105
309,C=CCC(=O)N(C)N,14.42682
310,CNc1c[nH]c(=O)s1,12.41972
311,CN(C=O)C=CC#N,12.50652
312,C=CC(C=O)C(=C)C,13.99851
313,CNC1(C=O)CCC1,14.03878
314,CC1NC1S(N)(=O)=O,16.47935
315,CC=CC#CC#N,11.94842
316,CC1(C=O)CCOC1,15.36642
317,O=C1CC=CC=CN1,12.03985
318,C=NN1CC1C,14.31117
319,C#CC1C=CCCN1,14.40804
320,CC(C#N)=CC=O,12.27958
321,CC(CN)C1CNC1,15.91118
322,CC=CC(=O)CCO,13.09129
323,CC(=O)C=CC(N)=O,12.6502
324,C=CC(CC)C(C)N,14.55063
325,CC(C)(C#N)C=NO,15.1109
326,C1=CCCC=C1,11.86869
327,CC1C2CCOCC12,16.76752
328,COC(=NO)C(C)N,15.47581
329,CCc1nc(=O)[nH]s1,12.48448
330,C=CC(=NOC)NO,12.41482
331,CC1(C)CN1CC=O,14.42246
332,CN1CC=CC1CO,14.26464
333,Cc1cccn1O,13.20748
334,C#CCC1CC1NC,15.77486
335,O=C1CCCC2CN12,15.1441
336,O=CN1N=CC2CC21,13.26109
337,O=C1CCC2CC12O,14.73185
338,C=CC(CC)CCC,14.69974
339,C=C(C)N(C=N)OC,13.56803
340,CCCCC(C)C#N,17.38304
341,CC(O)CNNC=O,16.02901
342,NC12CC(O)C(C1)C2,16.03472
343,CCC1COC1CC,16.9297
344,CC1C=CC(N)C1N,14.26192
345,CC1CC2CC2CO1,16.63609
346,O=C1NCC=CN1O,13.54953
347,CC(=O)C1CCC1C,15.15526
348,C#CC(C)C(=O)CO,14.59988
349,Cc1ncn(O)c1O,13.33864
350,C=CN1C=NCCC1,13.19497
351,CCNNC(C)=O,16.46847
352,O=C1CCC=NO1,15.06301
353,CNC(C)C(C)O,15.31662
354,Cc1cc(O)cn1O,13.0219
355,C=C(C)CCN(C)C,14.40695
356,C#CC1OCC1N,15.43581
357,CC1C(CN)C1(C)N,15.29295
358,O=CN1C=NCC1=O,14.20096
359,CCOCC(C)(C)N,16.13677
360,CC(=O)C(C)NC=O,14.69403
361,C=CS(=O)(=O)CC=O,14.44695
362,C1C2CC3(CN3)CN12,15.98982
363,CC(C)C1C=CCN1,14.12042
364,Cc1c(Cl)coc1N,12.85673
365,C#CC(N)(C#C)CN,15.38193
366,CC(CN)OC1CC1,16.67255
367,NCc1ccncn1,13.08313
368,CC1=CC(=NN)NC1,12.21346
369,CC1=NNC(=N)CC1,13.29075
370,N=C1C=CCN1C=O,12.73619
371,CC(C)(O)CN1CC1,15.63662
372,COC1(CCO)CC1,16.67337
373,CCCC(C)C1CN1,16.24534
374,C=CCC(C)C=C,14.47961
375,CC1=CC2CC2C1=O,12.64176
376,NC1C=CCC1CO,14.3343
377,OCCc1ccno1,13.82518
378,CN=c1[nH]cco1,13.23742
379,NC1C=CC(=O)NC1,13.54
380,C=C1CC2C=CC1N2,13.52585
381,NC1CC12OCCO2,16.29241
382,CNCC1CC=CC1,14.53321
383,C=NNC(=O)C(C)=O,12.58652
384,C=CCNN=CCO,13.97293
385,C1=CC2C=CC(C1)N2,13.31606
386,CNCCN(C)C=N,14.86056
387,CNCc1ncco1,13.84967
388,CC(N)C1CN1C=O,15.56887
389,O=S1(=O)CCC=CO1,14.81321
390,COC(=O)C(C)C,17.04344
391,C#CCC(=N)NN=C,13.47524
392,C=C1C=CC(=C)C1N,11.02705
393,C1CC2CN2C1,16.1218
394,CC12CC1CC1CC12,16.61214
395,CNN1C(=O)CC1C,15.77159
396,C=CC1CC1O,14.59308
397,CC1=CC(=O)C=C1N,10.47575
398,C1=NOCC2CN12,14.786
399,C1CC2C1CN1CC21,16.10602
400,C=C1CC=NN=C1C,11.88012
401,CCN=C(C)N(C)O,14.12722
402,COC1CC1N1CC1,16.19881
403,CNC(C)CCCN,15.9335
404,CC1=C(C)C(C)CO1,13.82382
405,C=C(C(=N)N)C1CO1,13.20313
406,C=CC1OCCO1,14.99689
407,N=C(N)N1C=CCC1,13.01945
408,C1C2CC3OC1C3O2,17.25705
409,C=C1CNCCC1=O,12.97456
410,CCN1CC(=O)C1C,14.19498
411,CC(=COC=O)CN,13.81239
412,CC12CCNCC1O2,16.08751
413,C#CC(C#N)C=O,14.4875
414,N#CCC1NC1C#N,16.07663
415,C=CC=NNCC=O,12.0404
416,Cn1ccnc1,13.74191
417,C=CC1=COCC=C1,11.15739
418,C=COC1CCOC1,14.58954
419,Cc1csc(N)c1N,12.10761
420,C=C1OC2CC1(N)C2,14.54736
421,c1cnc2c(n1)CN2,11.56066
422,C=CC1CC=NN1C,13.69837
423,CCC(C)=COC,14.15552
424,OCCCCCCO,17.55229
425,CCC(C)CC,17.97651
426,N=C(N)n1cccc1,12.44938
427,C#CC(CO)N1CC1,15.80724
428,CCn1cnc(C)n1,14.5694
429,CCCC(C)CCN,16.56969
430,NC1CNCCOC1,15.7871
431,C=CC(C)(O)C#N,14.75144
432,CC(=O)CCCO,15.57431
433,CC1OC1C1CC1,17.59664
434,C1CC2CCNC2=N1,14.63226
435,CNCC(C)OC,16.01295
436,Cc1oc(N)cc1N,12.78898
437,C#CCC(C=C)OC,14.86791
438,CCC(O)C1CNC1,15.72996
439,CC(C)(O)CCC=O,15.75853
440,C=NN(C)CC(C)N,13.99661
441,COC=CCCCO,14.38246
442,OCC1=NCC2CN12,14.54627
443,N1C2C3OC4C1C4C23,15.06628
444,N=c1s[nH]c2c1OC2,11.79985
445,CC1=CC=CC=CC1,11.45073
446,COC=CC1NC1C,14.18328
447,C=C(CC#N)OCC,14.56369
448,C1CN2CC3OC3C12,16.33949
449,C#CC=CNC=O,11.96856
450,CC(C=O)CN=CN,14.24858
451,C#CC1NC1CO,15.37866
452,COc1ccc(C)[nH]1,13.18707
453,CC(O)C1NCC1=O,14.41185
454,CNCCNCCO,15.79907
455,C#CC(CC)C(=O)O,15.93649
456,Cn1c(O)c[nH]c1=O,13.28231
457,CNC(CO)=NOC,13.6962
458,CC1CCN(C)CC1,14.67934
459,C=C(C)CCC#CC,14.42464
460,CCCC(N)C(=N)N,15.07635
461,O=C1CNCCOC1,14.45729
462,C=CC1CCCC1N,14.73838
463,C=COC(C)=CCC,13.74245
464,NC1CC1C(O)CO,15.81731
465,C=C1CC2(N)CC1C2,14.46029
466,CC1OC1C(C)(C)C,17.27936
467,NCc1cnoc1O,13.66735
468,CC1N=CNS1(=O)=O,15.13077
469,C#CC=CC#N,11.80556
470,CC1C=C(C=O)CN1,12.31278
471,NCC1CNC1,15.83826
472,C#CC(C)=COC=O,12.51115
473,CNC1C(N)CC1O,15.46982
474,CC1=CCC(=NN)O1,13.70191
475,C=C(N=CN)C(C)=O,12.10461
476,CC1=NCC(=O)N1C,14.08804
477,CC=C(C)C1CC1N,14.14001
478,COC(=O)C=C(N)N,12.87387
479,CCC1(C)C=CCC1,14.36858
480,O=C1CCC2(CN2)C1,14.58899
481,C=CC(N)C(C)(C)N,14.7294
482,CC=CCC(=N)NN,14.43688
483,c1nc2c(s1)CNC2,12.33428
484,C=CC#CCCCO,12.70816
485,CCON=CCOC,14.96805
486,C=C(CO)CC1CO1,14.49648
487,CC12CCC1C=NO2,14.63226
488,C1OC2OCC3C1C23,17.22684
489,C=CC1C(N)CN1C,14.16559
490,C=CC=C(CC)OC,12.11958
491,Cc1noc(C)c1Cl,13.53864
492,OC1C=CC2OC2C1,13.80232
493,C#CC1CN(N=C)C1,13.9128
494,CCCCS(N)(=O)=O,17.8508
495,C#CC(C)=CC(C)O,12.52856
496,C=C1C=CCON=C1,11.71522
497,O=C1CNCC=CO1,14.17566
498,C=CCN(CC)N=C,13.87307
499,NC1COC1C=NO,14.82083
500,CC(=O)CC=CCO,13.78899
501,C#CC1CCC1NC,15.05104
502,CC1N=CNN2CC12,14.48559
503,C=C(C)C(N)COC,14.55852
504,CC(N)C1=NCCN1,14.16532
505,COc1ncc[nH]1,14.06083
506,N=C1NCCC2CN12,14.75308
507,CCOc1ncco1,14.06191
508,CC=CC=NN=CC,11.66379
509,C=C(CO)C1CO1,14.64532
510,C#CC=CNC=N,11.86815
511,CC1NC2CC2C1=O,13.7898
512,CC1(C#N)CCC1O,16.80997
513,C=CN(C=N)CC=O,12.71632
514,CCC1CC=CC1,14.52722
515,Cc1nc(O)cs1,12.01455
516,CC(=O)OCC1CC1,16.75582
517,NCCC1(CN)CN1,15.52234
518,CC#CC1C=CCN1,14.32777
519,C=CC1=CCCNC1,12.67006
520,C#CC(=CC)CC,12.73564
521,C=CC(C=O)=CCC,11.62379
522,COCC1(C)CC1N,15.60832
523,N=C1C=C(C=O)C=N1,11.38161
524,C=CC1=NC(=N)N=C1,10.94624
525,C=CC1(CN)CC1N,13.7645
526,CC1=CC(=NN)CN1,11.83985
527,CCC#CC#CC=O,11.98271
528,CCN(C)C1CC1O,15.92044
529,CNCC(C)(C)C=O,14.59335
530,COC12C=CC(C1)C2,13.79552
531,CN1CC2(N)CC1C2,15.10029
532,C=CCC(=O)CC#N,13.7664
533,O=C1CC=NN2CC12,13.72749
534,C#Cc1cc(N)n[nH]1,12.21455
535,CN1N=CC(=O)C1=O,11.15005
536,C=CC(C)=CNC=O,11.58543
537,CC1OCCC12CC2,16.91881
538,COC(C)=NNC=O,14.04341
539,NC1C2COC(=O)C12,15.17757
540,Cc1cnccc1N,12.81238
541,CC12OC1C=CC2O,13.98708
542,CC1(C)C=NOC1,14.88587
543,CC(=O)C1CC1O,15.25213
544,CC(C)S(=O)(=O)C=O,13.96014
545,C#CC=NNC(C)=O,12.21945
546,Cc1ccn(O)c1N,13.03633
547,CC1=CC=CC1O,11.72067
548,CC1CNN=COC1,14.1977
549,CNc1[nH]ccc1O,13.17728
550,C=C(C)N(C=O)C=O,13.9664
551,CC1CCC1(C)N,15.71799
552,CC(C)=CN(N)C=O,13.70273
553,O=C1NC2CCC2O1,16.55881
554,CNC1CCC(O)C1,15.59853
555,CN(C)N=CC1CO1,13.53946
556,C#CC1CS(=O)(=O)O1,15.41159
557,C=CCNC=NNC,13.09483
558,CC1=CCNCC1=O,12.80693
559,CCC#CC(=O)C#N,12.82326
560,COCC1NC1CN,16.33241
561,C=C1OCCC1O,13.93919
562,CNC1CC2CC1N2,16.17949
563,CC(O)C1C(N)C1N,15.05485
564,C#CCNC(=O)C=C,13.75443
565,O=C1CC2CNCC12,14.2094
566,NCc1csc(=O)[nH]1,12.777
567,COc1c[nH]c(C)c1,12.85319
568,C=CC(C=O)=NN=C,11.02134
569,OC1C=NOCC1,14.9773
570,CC1C=CNC=N1,13.00231
571,CNCC1CC(=O)O1,15.59145
572,CCCN=CNO,14.94682
573,CCN1CC(NC)C1,15.4222
574,N#CCCCO,17.63556
575,COCCC1(C)CC1,16.75908
576,C#CCCCC#CC,15.32043
577,CC1CC(O)C(O)C1,16.85079
578,CC1(C)CNC1CO,16.00261
579,CC1NC1C(=O)NO,15.73867
580,C=C(CO)OC=NN,13.91116
581,CC1C2CCCC12,16.3667
582,CNCCN(O)C=O,15.16914
583,CC(C)(C)NCC#N,15.60724
584,CC(C)C1(CO)CO1,16.795
585,CNCC1COC1C,16.07908
586,C=NN(C)CC,14.02872
587,OCc1cnccn1,12.22135
588,CCC1C=CCC1N,14.41403
589,C#CC(C)C(=C)C,14.49784
590,O=CCC1CC=NO1,14.32722
591,O=C1CCNCCO1,15.33757
592,C#CC1C(O)CN1C,15.36723
593,NCCC1C=CCN1,14.09375
594,C=C1CC(CO)=CO1,12.95197
595,CC=CC#CC=NO,11.411
596,COC1CC(=O)C1C,14.62981
597,CC1=NC=NC1=CO,11.24202
598,CC1CC(O)C1(C)C,16.58847
599,CNCC1(C)CN1,15.84942
600,C=CC(C=O)NN=C,13.4132
601,C=CC(C=CC)CO,13.87633
602,CC1OC=CC1CN,14.24287
603,O=S1(=O)CCC1,16.88534
604,CCn1cc[nH]c1=O,13.4864
605,C1=NCC2CC=NN12,13.86599
606,CC1OCC1C=NO,14.9509
607,NCC1(CN)CNC1,15.52887
608,CC(C#CCO)CN,15.28206
609,CC(=N)NCC(C)C,15.11635
610,O=C1C=CNCCN1,12.58244
611,C=C1NC(=O)N=CO1,12.4004
612,C#CCNCCC,15.67526
613,OCCC1C=CCN1,14.10191
614,C=Cc1[nH]ccc1N,11.22705
615,C=C1C=NOC1,12.23033
616,CN1C=NC(=O)C1=O,12.26026
617,C=CC1=CCC=C1,11.39331
618,CCON=CC1CN1,14.21756
619,C#CC(C)C(=O)CC,14.64995
620,CC12CC1C(=N)NN2,14.31933
621,C=CC(N)C=C(C)C,13.48422
622,CC=C1CC=C(C)O1,13.03741
623,NC=CC(CO)=NO,12.08802
624,O=C1NCC=CC1O,14.63933
625,CC1(O)CCCC1O,16.47418
626,CCN1CC1C=O,14.24423
627,C#CC(C=C)CO,14.58682
628,C=CC=CC(=O)NO,11.47413
629,CC(C)OC=CCO,14.27851
630,CC1C=CC=NN=C1,12.68775
631,CN1CC2CCC1C2,14.88832
632,N=C1COC(=O)CN1,14.82002
633,COC(=O)C=CN,12.89183
634,CCC1N(C)C1(C)C,15.26955
635,CC1(CC#N)CCO1,16.6282
636,CC1Nc2nocc21,14.0113
637,CN1C=NCC(O)C1,14.27416
638,CC(CC=O)C(=N)N,14.18028
639,NC(=O)C1CCNC1,15.50275
640,C#CCC1CNC1,15.75962
641,CC1C(N)C1CCN,15.57758
642,C=C(C)OCC1CN1,14.82192
643,CNCC1C(C)C1N,15.63771
644,CC#CC(O)COC,15.67771
645,Cc1c[nH]c(=N)n1C,12.90109
646,COc1ccnnc1,12.84612
647,C#CC1NC1C=NN,13.47497
648,C#CCC(CO)=NN,14.15035
649,OCC1CCN1,15.47581
650,N=C(NO)C1CCO1,15.33213
651,CCOC(=NN)OC,15.2241
652,C=CC1(N)CCCC1,14.77022
653,C=C(CN)C(C)=NO,12.75088
654,CC1OCCS1(=O)=O,16.56126
655,C=CCC1NCC1=O,13.8562
656,CC(CC=O)C1CO1,15.47853
657,CNCC=CC(=N)N,13.09292
658,CCC(=NOC)NO,14.59035
659,O=C1C=CNCC1,12.32176
660,CC1=CCCN(C)C1,14.36069
661,NCC1C2CCCC12,16.10112
662,CCCC(C)(O)C#N,17.11718
663,COC(=O)NC(C)=N,15.23798
664,CCNC(C)CO,15.48723
665,COC1(C#N)CCC1,16.8048
666,C=CC(C)CCC,14.8241
667,COCC(C)N,16.3384
668,C1=CC2OCCC1O2,13.34082
669,C#CCC(C)OC,16.27663
670,CC1CNCC2OC12,16.06139
671,CC1CC(OC=O)C1,16.94358
672,C=C(C)CN(C)C=O,14.62464
673,Cc1c[nH]c(N)c1C,13.51715
674,CN1CC=CCC1,14.40369
675,O=C1CCCC1=O,12.39387
676,CC1C=COCC1O,14.28885
677,CN=C(NC)OC=O,14.21865
678,CC1NCC1C1CO1,15.95744
679,CCc1nc(N)c[nH]1,12.97728
680,C=COC(=CC)CO,13.85184
681,C1=NOC2(CC2)CO1,15.52424
682,CCC(=O)N(O)CC,15.60043
683,N#CC1=CCCO1,12.73483
684,CC(=NO)NCCO,14.68342
685,CCc1nc(=O)o[nH]1,14.19606
686,C#CC(=C)S(N)(=O)=O,12.71551
687,C#CCC(O)CO,16.21432
688,CC12COCC1(C)C2,16.3101
